City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,srednekolymsk,67.45,153.6833,38.89,96,100,9.28,RU,1627449675
366,diego de almagro,-26.3667,-70.05,48.07,40,0,1.23,CL,1627449675
367,torbay,47.6666,-52.7314,65.75,98,90,12.66,CA,1627449675
368,dourbali,11.8091,15.8632,72.54,94,100,6.6,TD,1627449676
369,praia,14.9215,-23.5087,75.74,73,75,9.22,CV,1627449676
370,saint-augustin,51.226,-58.6502,59.99,97,99,5.99,CA,1627449677
371,ettlingen,48.9409,8.4076,65.26,93,87,4.54,DE,1627449677
372,tokonou,9.65,-9.7833,67.71,97,100,6.42,GN,1627449677
373,teya,60.3778,92.6267,62.2,59,100,6.02,RU,1627449678
374,vila do maio,15.1333,-23.2167,75.99,82,99,10.18,CV,1627449678
375,tumaco,1.7986,-78.8156,75.7,90,51,4.59,CO,1627449679
376,igrim,63.1906,64.4162,48.61,72,82,7.87,RU,1627449679
377,gamba,-2.65,10.0,72.45,85,99,1.28,GA,1627449680
378,blagodatnoye,45.3997,42.5867,65.32,61,100,2.08,RU,1627449680
379,pringsewu,-5.3582,104.9744,89.96,42,40,3.31,ID,1627449680
380,consett,54.854,-1.8316,57.36,93,96,5.1,GB,1627449681
381,hattiesburg,31.3271,-89.2903,80.53,85,90,4.61,US,1627449477
382,nador,35.174,-2.9287,73.65,88,75,1.14,MA,1627449681
383,erenhot,43.6475,111.9767,80.24,38,100,10.27,CN,1627449682
384,xuddur,4.1213,43.8894,72.12,69,100,18.72,SO,1627449682
385,soddy-daisy,35.2359,-85.1908,77.49,90,64,2.59,US,1627449683
386,tiznit,29.5833,-9.5,68.38,67,1,1.3,MA,1627449683
387,napasar,27.9667,73.55,85.68,66,100,15.08,IN,1627449683
388,saint george,37.1041,-113.5841,86.63,39,1,8.99,US,1627449424
389,aswan,24.0934,32.907,88.68,22,94,13.94,EG,1627449684
390,misratah,32.3754,15.0925,78.55,65,0,7.05,LY,1627449684
391,borovoy,55.4333,86.0833,67.28,52,40,2.24,RU,1627449685
392,sonkovo,57.7782,37.1571,68.23,60,40,8.77,RU,1627449685
393,pangkalanbuun,-2.6833,111.6167,84.72,68,92,4.5,ID,1627449531
394,koumac,-20.5667,164.2833,72.7,58,0,5.95,NC,1627449686
395,bembereke,10.2283,2.6634,69.01,97,100,5.5,BJ,1627449686
396,pochutla,15.7432,-96.4661,77.83,91,97,3.4,MX,1627449687
397,beyneu,45.3167,55.2,81.3,20,100,16.8,KZ,1627449687
398,lamu,-2.2717,40.902,77.45,76,63,17.67,KE,1627449687
399,saint anthony,45.0205,-93.218,82.29,79,1,1.99,US,1627449688
400,luang prabang,19.8856,102.1347,89.56,58,40,4.61,LA,1627449688
401,athmallik,20.7219,84.5348,77.41,91,100,8.46,IN,1627449689
402,vila franca do campo,37.7167,-25.4333,68.41,90,14,7.78,PT,1627449689
403,mananjary,-21.2167,48.3333,64.2,84,81,6.44,MG,1627449689
404,mamburao,13.25,120.6667,80.42,88,100,12.62,PH,1627449690
405,tamandare,-8.7597,-35.1047,73.17,89,2,6.87,BR,1627449690
406,koani,-6.1333,39.2833,72.14,82,18,8.81,TZ,1627449690
407,baniyas,35.1819,35.9487,84.49,53,0,3.74,SY,1627449691
408,rudsar,37.1376,50.288,80.58,75,73,10.51,IR,1627449691
409,khani,41.9563,42.9566,65.77,81,87,2.04,GE,1627449692
410,tranas,58.0372,14.9782,61.83,93,31,3.24,SE,1627449692
411,tansen,27.8673,83.5467,76.08,76,82,4.7,NP,1627449693
412,ventspils,57.3894,21.5606,71.53,94,0,8.05,LV,1627449693
413,dicabisagan,17.0818,122.4157,91.38,61,97,6.06,PH,1627449693
414,ashland,40.8167,-82.2665,70.09,90,1,4.41,US,1627449694
415,fukue,32.6881,128.8419,86.36,74,20,10.36,JP,1627449694
416,coronado,32.6859,-117.1831,76.01,87,40,12.66,US,1627449694
417,mapiripan,2.8892,-72.1256,72.79,96,100,1.12,CO,1627449695
418,davenport,41.5236,-90.5776,78.67,83,1,1.01,US,1627449695
419,nishihara,26.1842,127.7558,92.86,77,75,21.85,JP,1627449696
420,kamaishi,39.2667,141.8833,76.15,94,100,7.25,JP,1627449696
421,kontagora,10.3999,5.4695,70.03,97,100,3.76,NG,1627449697
422,juruti,-2.1522,-56.0922,75.87,61,12,1.9,BR,1627449697
423,pizarro,4.9533,-77.366,76.59,87,100,2.44,CO,1627449698
424,yerraguntla,14.6372,78.5395,89.22,50,71,23.4,IN,1627449698
425,khasan,42.4308,130.6434,83.28,67,28,8.1,RU,1627449698
426,waipawa,-41.4122,175.5153,52.03,79,0,3.6,NZ,1627449699
427,lanzhou,36.0564,103.7922,83.48,28,8,5.79,CN,1627449699
428,gambiran,-6.7988,111.4951,89.65,40,7,6.89,ID,1627449700
429,tomigusuku,26.185,127.675,93.33,74,75,11.5,JP,1627449700
430,la libertad,-2.2333,-80.9,70.45,86,97,8.7,EC,1627449701
431,jiangkou,25.4872,119.1986,93.09,69,98,12.01,CN,1627449701
432,natal,-5.795,-35.2094,75.42,94,40,3.44,BR,1627449701
433,akkermanovka,51.2467,58.2391,74.98,40,8,9.37,RU,1627449702
434,batagay,67.6333,134.6333,63.68,35,5,10.36,RU,1627449702
435,gaoua,10.2992,-3.2508,71.1,94,100,6.6,BF,1627449703
436,smiltene,57.4244,25.9016,66.79,96,100,5.26,LV,1627449703
437,bonavista,48.6499,-53.1147,64.4,97,100,13.76,CA,1627449703
438,sakakah,29.9697,40.2064,83.77,20,0,5.12,SA,1627449704
439,shirochanka,46.6497,38.3978,73.8,51,7,4.47,RU,1627449704
440,kawalu,-7.3817,108.2082,79.59,68,70,5.35,ID,1627449705
441,takoradi,4.8845,-1.7554,74.88,84,99,8.16,GH,1627449705
442,kapustin yar,48.5831,45.7372,81.32,30,30,6.2,RU,1627449705
443,miles city,46.4083,-105.8406,91.51,19,1,13.8,US,1627449706
444,odweyne,9.4092,45.064,69.75,69,100,25.12,SO,1627449706
445,shache,38.4167,77.2406,97.16,14,66,9.64,CN,1627449707
446,nouadhibou,20.931,-17.0347,67.98,94,75,19.57,MR,1627449707
447,firavitoba,5.6689,-72.9929,49.91,91,45,1.14,CO,1627449707
448,usinsk,65.9939,57.5281,46.2,87,100,14.9,RU,1627449708
449,jaguaruna,-28.615,-49.0256,45.34,63,4,12.53,BR,1627449708
450,sarangani,5.4033,125.4636,84.67,70,75,8.66,PH,1627449709
451,whyalla,-33.0333,137.5833,62.49,48,40,17.27,AU,1627449709
452,springbok,-29.6643,17.8865,39.76,80,6,2.75,ZA,1627449709
453,vostok,46.4856,135.8833,87.26,54,73,2.44,RU,1627449710
454,cap malheureux,-19.9842,57.6142,70.29,84,92,8.99,MU,1627449710
455,dzerzhinskoye,56.8344,95.2283,69.49,49,96,8.16,RU,1627449711
456,dabola,10.75,-11.1167,71.69,96,100,3.2,GN,1627449711
457,finschhafen,-6.6024,147.8681,83.19,74,79,12.75,PG,1627449711
458,sirari,-1.2333,34.4333,64.63,64,85,4.81,TZ,1627449712
459,okhansk,57.7186,55.3877,53.67,66,99,9.44,RU,1627449712
460,pergamino,-33.89,-60.5736,37.51,61,9,13.62,AR,1627449712
461,burnie,-41.0667,145.9167,49.71,82,98,20.27,AU,1627449713
462,makakilo city,21.3469,-158.0858,80.92,62,1,6.91,US,1627449713
463,pombas,17.1503,-25.0201,74.98,79,91,9.33,CV,1627449714
464,dire,12.2833,-10.9667,73.69,97,99,5.82,ML,1627449669
465,floirac,44.8324,-0.5141,62.15,95,90,3.44,FR,1627449714
466,point pleasant,40.0832,-74.0682,76.98,68,1,0.0,US,1627449715
467,trabzon,40.9167,39.8333,69.89,69,75,10.36,TR,1627449715
468,doka,13.5167,35.7667,71.4,88,99,12.57,SD,1627449715
469,zhuzhou,27.8333,113.15,95.13,45,36,10.07,CN,1627449716
470,san pedro,14.35,121.0167,83.16,93,100,21.25,PH,1627449716
471,whitianga,-36.8333,175.7,58.01,76,33,9.89,NZ,1627449717
472,port-cartier,50.0334,-66.8654,57.74,71,100,12.41,CA,1627449717
473,ouadda,8.0777,22.4007,66.72,99,99,2.77,CF,1627449717
474,kumluca,36.3703,30.2869,88.14,41,0,6.96,TR,1627449718
475,krasnoye,49.9145,24.6134,70.95,81,27,3.11,UA,1627449718
476,kayerkan,69.3497,87.7602,54.73,86,100,10.49,RU,1627449718
477,xam nua,20.4197,104.0439,84.42,55,100,4.27,LA,1627449719
478,catuday,16.2923,119.8062,82.42,82,100,20.31,PH,1627449719
479,aksha,50.2814,113.2867,73.26,61,14,4.72,RU,1627449720
480,little current,45.9793,-81.9248,64.45,79,94,8.05,CA,1627449720
481,hami,42.8,93.45,99.66,11,9,7.34,CN,1627449720
482,the valley,18.217,-63.0578,81.82,76,2,19.86,AI,1627449721
483,bengbu,32.9408,117.3608,76.62,98,100,12.64,CN,1627449572
484,kiama,-34.6833,150.8667,70.38,42,78,15.01,AU,1627449430
485,kralendijk,12.15,-68.2667,80.58,83,40,8.05,BQ,1627449434
486,bemidji,47.4736,-94.8803,73.69,89,1,8.05,US,1627449499
487,peniche,39.3558,-9.3811,66.72,89,2,20.2,PT,1627449722
488,port augusta,-32.5,137.7667,62.74,35,22,20.11,AU,1627449722
489,saint andrews,34.0454,-81.1293,77.76,78,75,0.0,US,1627449723
490,waterloo,43.4668,-80.5164,67.28,99,75,3.44,CA,1627449634
491,maniitsoq,65.4167,-52.9,48.45,76,45,12.44,GL,1627449723
492,codrington,-38.2667,141.9667,49.55,76,96,24.34,AU,1627449633
493,lazaro cardenas,17.9583,-102.2,79.72,86,96,3.27,MX,1627449724
494,aubenas,44.6201,4.3899,64.47,93,95,2.86,FR,1627449724
495,traverse city,44.7631,-85.6206,65.48,88,1,3.44,US,1627449606
496,belluno,46.145,12.2214,66.56,96,6,1.01,IT,1627449725
497,faya,18.3851,42.4509,66.31,75,65,5.68,SA,1627449725
498,sisophon,13.5859,102.9737,91.18,57,100,15.7,KH,1627449726
499,ondangwa,-17.9167,15.95,44.6,61,0,4.61,NA,1627449726
500,contamana,-7.3333,-75.0167,75.65,78,57,1.39,PE,1627449727
501,ihosy,-22.4,46.1167,55.65,89,81,8.9,MG,1627449727
502,zapadnaya dvina,56.259,32.0745,62.29,96,99,4.07,RU,1627449728
503,lamesa,32.7376,-101.951,83.08,54,43,11.41,US,1627449539
504,ishigaki,24.3448,124.1572,87.93,79,75,12.66,JP,1627449728
505,huarmey,-10.0681,-78.1522,64.89,87,36,8.79,PE,1627449729
506,sao marcos,-28.9711,-51.0681,35.56,77,2,4.83,BR,1627449729
507,bengkulu,-3.8004,102.2655,85.03,61,57,8.7,ID,1627449729
508,acapulco,16.8634,-99.8901,79.99,82,67,2.33,MX,1627449730
509,gainesville,29.6516,-82.3248,77.76,92,1,0.0,US,1627449730
510,eckernforde,54.4667,9.8333,63.57,90,100,10.33,DE,1627449731
511,ulladulla,-35.35,150.4667,67.87,49,81,15.95,AU,1627449731
512,kasongo-lunda,-6.4667,16.8167,59.68,31,6,2.26,CD,1627449731
513,rio grande,-32.035,-52.0986,39.94,66,4,18.92,BR,1627449732
514,port perry,44.1068,-78.9444,67.71,90,6,4.79,CA,1627449612
515,balikpapan,-1.2675,116.8289,85.19,74,40,5.75,ID,1627449732
516,bilibino,68.0546,166.4372,43.68,77,100,3.67,RU,1627449733
517,madison,34.7334,-86.5667,76.86,96,1,1.01,US,1627449733
518,batemans bay,-35.7167,150.1833,65.91,51,89,15.17,AU,1627449733
519,salinopolis,-0.6136,-47.3561,78.24,85,91,8.48,BR,1627449734
520,svetlaya,46.5389,138.3297,76.6,71,48,5.79,RU,1627449734
521,broome,42.2506,-75.833,65.89,96,90,3.44,US,1627449735
522,mount isa,-20.7333,139.5,89.37,18,7,11.5,AU,1627449735
523,cotonou,6.3654,2.4183,76.98,88,40,16.11,BJ,1627449495
524,tonota,-21.4833,27.4833,44.37,82,0,4.59,BW,1627449736
525,zabid,14.1951,43.3152,86.65,68,76,5.73,YE,1627449736
526,linguere,15.3953,-15.1193,77.09,76,88,10.31,SN,1627449736
527,porbandar,21.6422,69.6093,82.92,82,100,25.77,IN,1627449737
528,barkly west,-28.5354,24.5215,42.08,53,2,11.74,ZA,1627449737
529,puerto escondido,15.85,-97.0667,79.48,86,46,5.46,MX,1627449737
530,arroyo,41.6096,-4.7969,60.22,78,0,13.8,ES,1627449738
531,inhambane,-23.865,35.3833,57.18,94,20,0.0,MZ,1627449738
532,ovre ardal,61.3167,7.8,59.88,91,100,3.33,NO,1627449739
533,vidim,56.4088,103.1106,89.65,25,0,1.92,RU,1627449739
534,dutse,11.7594,9.3392,71.13,86,100,6.46,NG,1627449739
535,ust-maya,60.4167,134.5333,76.39,38,27,8.14,RU,1627449740
536,havre-saint-pierre,50.2334,-63.5986,55.76,94,75,3.44,CA,1627449740
537,abu kamal,34.4506,40.9171,89.8,27,0,21.72,SY,1627449741
538,narsaq,60.9167,-46.05,43.02,71,99,3.6,GL,1627449741
539,capao da canoa,-29.7456,-50.0097,46.54,55,0,15.97,BR,1627449742
540,katsuura,35.1333,140.3,87.91,75,96,18.37,JP,1627449742
541,gizo,-8.103,156.8419,82.89,73,90,7.02,SB,1627449743
542,nome,64.5011,-165.4064,51.87,87,90,24.16,US,1627449743
543,changqing,36.5575,116.7272,80.33,72,100,8.99,CN,1627449743
544,yarkovo,57.4028,67.0786,55.87,81,99,5.55,RU,1627449744
545,nicolas bravo,18.45,-88.9167,72.95,98,11,2.39,MX,1627449744
546,zhanakorgan,43.9098,67.2495,88.23,14,0,19.04,KZ,1627449745
547,antofagasta,-23.65,-70.4,54.68,73,24,6.35,CL,1627449741
548,corner brook,48.9667,-57.9484,66.33,98,100,3.76,CA,1627449609
549,wynyard,-41.0,145.7167,49.32,81,100,17.43,AU,1627449745
550,westport,41.1415,-73.3579,76.78,89,90,3.0,US,1627449746
551,hanstholm,57.1167,8.6167,61.63,91,82,10.89,DK,1627449746
